gene_id,expression,sample_id,mag_id
MAG140_MAG140_MAG140_63_9,15.89164741,EX01,MAG140
MAG140_MAG140_MAG140_64_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_64_2,0.0,EX01,MAG140
MAG140_MAG140_MAG140_64_3,0.0,EX01,MAG140
MAG140_MAG140_MAG140_64_4,4.90752152,EX01,MAG140
MAG140_MAG140_MAG140_64_5,5.638686298,EX01,MAG140
MAG140_MAG140_MAG140_64_6,0.0,EX01,MAG140
MAG140_MAG140_MAG140_64_7,0.0,EX01,MAG140
MAG140_MAG140_MAG140_64_8,0.0,EX01,MAG140
MAG140_MAG140_MAG140_64_9,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_1,4.248442035,EX01,MAG140
MAG140_MAG140_MAG140_65_10,2.698582118,EX01,MAG140
MAG140_MAG140_MAG140_65_11,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_12,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_13,5.97189018,EX01,MAG140
MAG140_MAG140_MAG140_65_14,2.600653313,EX01,MAG140
MAG140_MAG140_MAG140_65_15,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_16,148.1170266,EX01,MAG140
MAG140_MAG140_MAG140_65_17,20.34671862,EX01,MAG140
MAG140_MAG140_MAG140_65_18,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_19,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_2,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_20,65.49834257,EX01,MAG140
MAG140_MAG140_MAG140_65_21,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_22,83.38642259,EX01,MAG140
MAG140_MAG140_MAG140_65_23,2.42029482,EX01,MAG140
MAG140_MAG140_MAG140_65_24,6.674034506,EX01,MAG140
MAG140_MAG140_MAG140_65_25,20.11295592,EX01,MAG140
MAG140_MAG140_MAG140_65_26,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_27,3.195014717,EX01,MAG140
MAG140_MAG140_MAG140_65_28,8.357726252,EX01,MAG140
MAG140_MAG140_MAG140_65_29,57.95719161,EX01,MAG140
MAG140_MAG140_MAG140_65_3,1.15250512,EX01,MAG140
MAG140_MAG140_MAG140_65_30,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_31,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_32,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_33,7.599706803,EX01,MAG140
MAG140_MAG140_MAG140_65_34,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_35,4.31170668,EX01,MAG140
MAG140_MAG140_MAG140_65_36,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_37,23.05828697,EX01,MAG140
MAG140_MAG140_MAG140_65_38,3.05866406,EX01,MAG140
MAG140_MAG140_MAG140_65_39,2.146598939,EX01,MAG140
MAG140_MAG140_MAG140_65_4,47.83932179,EX01,MAG140
MAG140_MAG140_MAG140_65_40,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_41,16.40167901,EX01,MAG140
MAG140_MAG140_MAG140_65_42,2.574855381,EX01,MAG140
MAG140_MAG140_MAG140_65_43,1.494474436,EX01,MAG140
MAG140_MAG140_MAG140_65_5,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_6,4.748883703,EX01,MAG140
MAG140_MAG140_MAG140_65_7,3.763853885,EX01,MAG140
MAG140_MAG140_MAG140_65_8,0.0,EX01,MAG140
MAG140_MAG140_MAG140_65_9,8.143621109,EX01,MAG140
MAG140_MAG140_MAG140_66_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_66_2,3.729247737,EX01,MAG140
MAG140_MAG140_MAG140_66_3,4.462149304,EX01,MAG140
MAG140_MAG140_MAG140_66_4,0.0,EX01,MAG140
MAG140_MAG140_MAG140_66_5,0.0,EX01,MAG140
MAG140_MAG140_MAG140_66_6,0.0,EX01,MAG140
MAG140_MAG140_MAG140_66_7,0.0,EX01,MAG140
MAG140_MAG140_MAG140_66_8,14.32924447,EX01,MAG140
MAG140_MAG140_MAG140_67_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_10,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_11,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_12,5.506166939,EX01,MAG140
MAG140_MAG140_MAG140_67_13,1.381549508,EX01,MAG140
MAG140_MAG140_MAG140_67_14,33.95972648,EX01,MAG140
MAG140_MAG140_MAG140_67_15,9.930771693,EX01,MAG140
MAG140_MAG140_MAG140_67_16,11.61744054,EX01,MAG140
MAG140_MAG140_MAG140_67_17,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_18,17.24413162,EX01,MAG140
MAG140_MAG140_MAG140_67_19,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_2,5.792498729,EX01,MAG140
MAG140_MAG140_MAG140_67_20,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_21,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_22,26.67589599,EX01,MAG140
MAG140_MAG140_MAG140_67_23,13.80897161,EX01,MAG140
MAG140_MAG140_MAG140_67_24,5.935023111,EX01,MAG140
MAG140_MAG140_MAG140_67_25,8.810562302,EX01,MAG140
MAG140_MAG140_MAG140_67_26,22.72722364,EX01,MAG140
MAG140_MAG140_MAG140_67_27,6.071936582,EX01,MAG140
MAG140_MAG140_MAG140_67_28,2.13593203,EX01,MAG140
MAG140_MAG140_MAG140_67_29,6.684704284,EX01,MAG140
MAG140_MAG140_MAG140_67_3,1.489219709,EX01,MAG140
MAG140_MAG140_MAG140_67_30,44.66749162,EX01,MAG140
MAG140_MAG140_MAG140_67_31,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_32,33.21946837,EX01,MAG140
MAG140_MAG140_MAG140_67_33,14.150846,EX01,MAG140
MAG140_MAG140_MAG140_67_34,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_35,13.11111419,EX01,MAG140
MAG140_MAG140_MAG140_67_36,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_37,7.225497709,EX01,MAG140
MAG140_MAG140_MAG140_67_38,5.410942778,EX01,MAG140
MAG140_MAG140_MAG140_67_39,15.46006874,EX01,MAG140
MAG140_MAG140_MAG140_67_4,2.630162751,EX01,MAG140
MAG140_MAG140_MAG140_67_40,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_41,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_42,12.5692323,EX01,MAG140
MAG140_MAG140_MAG140_67_43,3.273427569,EX01,MAG140
MAG140_MAG140_MAG140_67_44,30.642468,EX01,MAG140
MAG140_MAG140_MAG140_67_45,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_46,1.471013747,EX01,MAG140
MAG140_MAG140_MAG140_67_47,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_48,2.156851175,EX01,MAG140
MAG140_MAG140_MAG140_67_49,3.117991441,EX01,MAG140
MAG140_MAG140_MAG140_67_5,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_50,3.858565012,EX01,MAG140
MAG140_MAG140_MAG140_67_51,2.460145228,EX01,MAG140
MAG140_MAG140_MAG140_67_52,3.223625199,EX01,MAG140
MAG140_MAG140_MAG140_67_53,11.43493122,EX01,MAG140
MAG140_MAG140_MAG140_67_6,68.10630545,EX01,MAG140
MAG140_MAG140_MAG140_67_7,165.1732596,EX01,MAG140
MAG140_MAG140_MAG140_67_8,0.0,EX01,MAG140
MAG140_MAG140_MAG140_67_9,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_1,0.74132586,EX01,MAG140
MAG140_MAG140_MAG140_68_10,22.22949885,EX01,MAG140
MAG140_MAG140_MAG140_68_11,33.36096249,EX01,MAG140
MAG140_MAG140_MAG140_68_12,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_13,0.585257835,EX01,MAG140
MAG140_MAG140_MAG140_68_14,0.789588628,EX01,MAG140
MAG140_MAG140_MAG140_68_15,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_16,1.965084627,EX01,MAG140
MAG140_MAG140_MAG140_68_17,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_18,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_19,19.06666076,EX01,MAG140
MAG140_MAG140_MAG140_68_2,1.21367026,EX01,MAG140
MAG140_MAG140_MAG140_68_20,2.553088576,EX01,MAG140
MAG140_MAG140_MAG140_68_3,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_4,2.636711968,EX01,MAG140
MAG140_MAG140_MAG140_68_5,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_6,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_7,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_8,0.0,EX01,MAG140
MAG140_MAG140_MAG140_68_9,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_1,38.65600781,EX01,MAG140
MAG140_MAG140_MAG140_69_10,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_100,1.762980458,EX01,MAG140
MAG140_MAG140_MAG140_69_11,20.29822661,EX01,MAG140
MAG140_MAG140_MAG140_69_12,29.45321222,EX01,MAG140
MAG140_MAG140_MAG140_69_13,16.18003143,EX01,MAG140
MAG140_MAG140_MAG140_69_14,19.94213874,EX01,MAG140
MAG140_MAG140_MAG140_69_15,10.84466642,EX01,MAG140
MAG140_MAG140_MAG140_69_16,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_17,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_18,11.03513492,EX01,MAG140
MAG140_MAG140_MAG140_69_19,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_2,3.040312231,EX01,MAG140
MAG140_MAG140_MAG140_69_20,42.49688937,EX01,MAG140
MAG140_MAG140_MAG140_69_21,1.100220893,EX01,MAG140
MAG140_MAG140_MAG140_69_22,5.226679056,EX01,MAG140
MAG140_MAG140_MAG140_69_23,1.121601411,EX01,MAG140
MAG140_MAG140_MAG140_69_24,5.92098601,EX01,MAG140
MAG140_MAG140_MAG140_69_25,0.885319239,EX01,MAG140
MAG140_MAG140_MAG140_69_26,0.168129761,EX01,MAG140
MAG140_MAG140_MAG140_69_27,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_28,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_29,4.458655803,EX01,MAG140
MAG140_MAG140_MAG140_69_3,24.16799602,EX01,MAG140
MAG140_MAG140_MAG140_69_30,1.11435154,EX01,MAG140
MAG140_MAG140_MAG140_69_31,1.608547325,EX01,MAG140
MAG140_MAG140_MAG140_69_32,5.191777103,EX01,MAG140
MAG140_MAG140_MAG140_69_33,3.296551057,EX01,MAG140
MAG140_MAG140_MAG140_69_34,0.951136112,EX01,MAG140
MAG140_MAG140_MAG140_69_35,4.077401806,EX01,MAG140
MAG140_MAG140_MAG140_69_36,1.068861769,EX01,MAG140
MAG140_MAG140_MAG140_69_37,0.708640862,EX01,MAG140
MAG140_MAG140_MAG140_69_38,0.603266506,EX01,MAG140
MAG140_MAG140_MAG140_69_39,1.507350547,EX01,MAG140
MAG140_MAG140_MAG140_69_4,2.187339171,EX01,MAG140
MAG140_MAG140_MAG140_69_40,8.913989736,EX01,MAG140
MAG140_MAG140_MAG140_69_41,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_42,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_43,2.074322391,EX01,MAG140
MAG140_MAG140_MAG140_69_44,13.93052533,EX01,MAG140
MAG140_MAG140_MAG140_69_45,7.095237785,EX01,MAG140
MAG140_MAG140_MAG140_69_46,55.13593683,EX01,MAG140
MAG140_MAG140_MAG140_69_47,5.554538119,EX01,MAG140
MAG140_MAG140_MAG140_69_48,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_49,2.192955868,EX01,MAG140
MAG140_MAG140_MAG140_69_5,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_50,0.086085741,EX01,MAG140
MAG140_MAG140_MAG140_69_51,0.081116145,EX01,MAG140
MAG140_MAG140_MAG140_69_52,0.486332131,EX01,MAG140
MAG140_MAG140_MAG140_69_53,3.178840991,EX01,MAG140
MAG140_MAG140_MAG140_69_54,1.423669737,EX01,MAG140
MAG140_MAG140_MAG140_69_55,0.660880759,EX01,MAG140
MAG140_MAG140_MAG140_69_56,112.3605996,EX01,MAG140
MAG140_MAG140_MAG140_69_57,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_58,41.02065732,EX01,MAG140
MAG140_MAG140_MAG140_69_59,18.72861887,EX01,MAG140
MAG140_MAG140_MAG140_69_6,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_60,2.626105222,EX01,MAG140
MAG140_MAG140_MAG140_69_61,4.917646965,EX01,MAG140
MAG140_MAG140_MAG140_69_62,10.59567632,EX01,MAG140
MAG140_MAG140_MAG140_69_63,0.939115874,EX01,MAG140
MAG140_MAG140_MAG140_69_64,0.404828203,EX01,MAG140
MAG140_MAG140_MAG140_69_65,3.020530216,EX01,MAG140
MAG140_MAG140_MAG140_69_66,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_67,1.265184247,EX01,MAG140
MAG140_MAG140_MAG140_69_68,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_69,1.418239116,EX01,MAG140
MAG140_MAG140_MAG140_69_7,3.359034776,EX01,MAG140
MAG140_MAG140_MAG140_69_70,1.000322222,EX01,MAG140
MAG140_MAG140_MAG140_69_71,2.982231308,EX01,MAG140
MAG140_MAG140_MAG140_69_72,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_73,2.236863569,EX01,MAG140
MAG140_MAG140_MAG140_69_74,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_75,16.27574974,EX01,MAG140
MAG140_MAG140_MAG140_69_76,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_77,1.149263513,EX01,MAG140
MAG140_MAG140_MAG140_69_78,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_79,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_8,7.477218389,EX01,MAG140
MAG140_MAG140_MAG140_69_80,0.769799107,EX01,MAG140
MAG140_MAG140_MAG140_69_81,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_82,0.632290133,EX01,MAG140
MAG140_MAG140_MAG140_69_83,9.809623842,EX01,MAG140
MAG140_MAG140_MAG140_69_84,0.130985083,EX01,MAG140
MAG140_MAG140_MAG140_69_85,6.815161223,EX01,MAG140
MAG140_MAG140_MAG140_69_86,1.726169155,EX01,MAG140
MAG140_MAG140_MAG140_69_87,4.410940488,EX01,MAG140
MAG140_MAG140_MAG140_69_88,3.422201049,EX01,MAG140
MAG140_MAG140_MAG140_69_89,0.756603737,EX01,MAG140
MAG140_MAG140_MAG140_69_9,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_90,3.228812138,EX01,MAG140
MAG140_MAG140_MAG140_69_91,0.682187985,EX01,MAG140
MAG140_MAG140_MAG140_69_92,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_93,25.00458858,EX01,MAG140
MAG140_MAG140_MAG140_69_94,37.20220862,EX01,MAG140
MAG140_MAG140_MAG140_69_95,13.63117622,EX01,MAG140
MAG140_MAG140_MAG140_69_96,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_97,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_98,0.0,EX01,MAG140
MAG140_MAG140_MAG140_69_99,18.00368447,EX01,MAG140
MAG140_MAG140_MAG140_6_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_10,4.83030791,EX01,MAG140
MAG140_MAG140_MAG140_6_11,0.955509094,EX01,MAG140
MAG140_MAG140_MAG140_6_12,6.519489571,EX01,MAG140
MAG140_MAG140_MAG140_6_13,10.26644669,EX01,MAG140
MAG140_MAG140_MAG140_6_14,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_15,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_16,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_17,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_18,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_19,1.302876307,EX01,MAG140
MAG140_MAG140_MAG140_6_2,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_20,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_21,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_22,9.498708183,EX01,MAG140
MAG140_MAG140_MAG140_6_23,2.024924058,EX01,MAG140
MAG140_MAG140_MAG140_6_24,52.66878363,EX01,MAG140
MAG140_MAG140_MAG140_6_25,45.18733696,EX01,MAG140
MAG140_MAG140_MAG140_6_26,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_27,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_28,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_29,2.400584806,EX01,MAG140
MAG140_MAG140_MAG140_6_3,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_30,2.155676672,EX01,MAG140
MAG140_MAG140_MAG140_6_31,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_32,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_33,1.592933034,EX01,MAG140
MAG140_MAG140_MAG140_6_34,3.888179675,EX01,MAG140
MAG140_MAG140_MAG140_6_35,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_36,10.64139603,EX01,MAG140
MAG140_MAG140_MAG140_6_37,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_38,10.01201265,EX01,MAG140
MAG140_MAG140_MAG140_6_39,8.676674969,EX01,MAG140
MAG140_MAG140_MAG140_6_4,4.013729205,EX01,MAG140
MAG140_MAG140_MAG140_6_40,148.5366978,EX01,MAG140
MAG140_MAG140_MAG140_6_41,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_42,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_43,8.254071411,EX01,MAG140
MAG140_MAG140_MAG140_6_44,8.93325655,EX01,MAG140
MAG140_MAG140_MAG140_6_45,1.702226628,EX01,MAG140
MAG140_MAG140_MAG140_6_46,3.11662607,EX01,MAG140
MAG140_MAG140_MAG140_6_47,2.4346275,EX01,MAG140
MAG140_MAG140_MAG140_6_48,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_49,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_5,12.05912174,EX01,MAG140
MAG140_MAG140_MAG140_6_50,27.9785998,EX01,MAG140
MAG140_MAG140_MAG140_6_51,44.46375678,EX01,MAG140
MAG140_MAG140_MAG140_6_52,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_53,45.81352217,EX01,MAG140
MAG140_MAG140_MAG140_6_54,81.18572262,EX01,MAG140
MAG140_MAG140_MAG140_6_55,27.31345886,EX01,MAG140
MAG140_MAG140_MAG140_6_56,32.66492497,EX01,MAG140
MAG140_MAG140_MAG140_6_57,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_58,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_59,22.38944132,EX01,MAG140
MAG140_MAG140_MAG140_6_6,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_60,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_61,2.559069819,EX01,MAG140
MAG140_MAG140_MAG140_6_62,122.5233079,EX01,MAG140
MAG140_MAG140_MAG140_6_63,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_64,1.326153886,EX01,MAG140
MAG140_MAG140_MAG140_6_65,0.825877349,EX01,MAG140
MAG140_MAG140_MAG140_6_66,12.57912465,EX01,MAG140
MAG140_MAG140_MAG140_6_67,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_68,3.568897557,EX01,MAG140
MAG140_MAG140_MAG140_6_69,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_7,14.2399286,EX01,MAG140
MAG140_MAG140_MAG140_6_70,1.021141123,EX01,MAG140
MAG140_MAG140_MAG140_6_71,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_72,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_73,1.416307758,EX01,MAG140
MAG140_MAG140_MAG140_6_74,19.59921591,EX01,MAG140
MAG140_MAG140_MAG140_6_75,18.96277107,EX01,MAG140
MAG140_MAG140_MAG140_6_76,67.6394087,EX01,MAG140
MAG140_MAG140_MAG140_6_77,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_78,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_79,25.59302761,EX01,MAG140
MAG140_MAG140_MAG140_6_8,0.0,EX01,MAG140
MAG140_MAG140_MAG140_6_80,24.8316895,EX01,MAG140
MAG140_MAG140_MAG140_6_81,3.403969401,EX01,MAG140
MAG140_MAG140_MAG140_6_82,7.831842856,EX01,MAG140
MAG140_MAG140_MAG140_6_83,19.98056733,EX01,MAG140
MAG140_MAG140_MAG140_6_84,59.66617383,EX01,MAG140
MAG140_MAG140_MAG140_6_9,0.69013054,EX01,MAG140
MAG140_MAG140_MAG140_70_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_10,3.751877024,EX01,MAG140
MAG140_MAG140_MAG140_70_11,8.335324317,EX01,MAG140
MAG140_MAG140_MAG140_70_12,3.386397226,EX01,MAG140
MAG140_MAG140_MAG140_70_13,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_14,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_15,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_16,5.968814641,EX01,MAG140
MAG140_MAG140_MAG140_70_17,2.337708802,EX01,MAG140
MAG140_MAG140_MAG140_70_18,1.977951612,EX01,MAG140
MAG140_MAG140_MAG140_70_19,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_2,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_3,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_4,9.161496428,EX01,MAG140
MAG140_MAG140_MAG140_70_5,9.818600837,EX01,MAG140
MAG140_MAG140_MAG140_70_6,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_7,1.014506052,EX01,MAG140
MAG140_MAG140_MAG140_70_8,0.0,EX01,MAG140
MAG140_MAG140_MAG140_70_9,35.59003507,EX01,MAG140
MAG140_MAG140_MAG140_71_1,15.24981082,EX01,MAG140
MAG140_MAG140_MAG140_71_10,2.393329965,EX01,MAG140
MAG140_MAG140_MAG140_71_11,2.838616614,EX01,MAG140
MAG140_MAG140_MAG140_71_12,3.49181114,EX01,MAG140
MAG140_MAG140_MAG140_71_13,3.023171488,EX01,MAG140
MAG140_MAG140_MAG140_71_14,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_15,6.01005378,EX01,MAG140
MAG140_MAG140_MAG140_71_16,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_17,10.85693902,EX01,MAG140
MAG140_MAG140_MAG140_71_18,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_19,9.60440362,EX01,MAG140
MAG140_MAG140_MAG140_71_2,5.18850796,EX01,MAG140
MAG140_MAG140_MAG140_71_20,5.160668437,EX01,MAG140
MAG140_MAG140_MAG140_71_21,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_22,1.193883875,EX01,MAG140
MAG140_MAG140_MAG140_71_23,0.136448931,EX01,MAG140
MAG140_MAG140_MAG140_71_24,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_25,18.71102151,EX01,MAG140
MAG140_MAG140_MAG140_71_26,23.08616839,EX01,MAG140
MAG140_MAG140_MAG140_71_27,219.7875008,EX01,MAG140
MAG140_MAG140_MAG140_71_28,126.069219,EX01,MAG140
MAG140_MAG140_MAG140_71_29,6.811786995,EX01,MAG140
MAG140_MAG140_MAG140_71_3,0.518241125,EX01,MAG140
MAG140_MAG140_MAG140_71_30,11.54109749,EX01,MAG140
MAG140_MAG140_MAG140_71_31,25.38492139,EX01,MAG140
MAG140_MAG140_MAG140_71_32,7.913072634,EX01,MAG140
MAG140_MAG140_MAG140_71_33,265.5748815,EX01,MAG140
MAG140_MAG140_MAG140_71_34,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_35,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_4,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_5,44.91300559,EX01,MAG140
MAG140_MAG140_MAG140_71_6,12.93745447,EX01,MAG140
MAG140_MAG140_MAG140_71_7,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_8,0.0,EX01,MAG140
MAG140_MAG140_MAG140_71_9,0.245550237,EX01,MAG140
MAG140_MAG140_MAG140_72_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_72_2,11.79735476,EX01,MAG140
MAG140_MAG140_MAG140_72_3,9.157523262,EX01,MAG140
MAG140_MAG140_MAG140_72_4,23.21366365,EX01,MAG140
MAG140_MAG140_MAG140_72_5,0.0,EX01,MAG140
MAG140_MAG140_MAG140_72_6,0.0,EX01,MAG140
MAG140_MAG140_MAG140_72_7,0.538660848,EX01,MAG140
MAG140_MAG140_MAG140_73_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_73_2,6.30067506,EX01,MAG140
MAG140_MAG140_MAG140_73_3,12.96826275,EX01,MAG140
MAG140_MAG140_MAG140_74_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_74_10,0.099404773,EX01,MAG140
MAG140_MAG140_MAG140_74_11,0.0,EX01,MAG140
MAG140_MAG140_MAG140_74_12,5.71043856,EX01,MAG140
MAG140_MAG140_MAG140_74_13,0.0,EX01,MAG140
MAG140_MAG140_MAG140_74_14,0.0,EX01,MAG140
MAG140_MAG140_MAG140_74_15,1.719597203,EX01,MAG140
MAG140_MAG140_MAG140_74_16,3.4546665,EX01,MAG140
MAG140_MAG140_MAG140_74_17,12.1377614,EX01,MAG140
MAG140_MAG140_MAG140_74_18,2.462538336,EX01,MAG140
MAG140_MAG140_MAG140_74_19,7.158687751,EX01,MAG140
MAG140_MAG140_MAG140_74_2,7.575053803,EX01,MAG140
MAG140_MAG140_MAG140_74_20,9.508396749,EX01,MAG140
MAG140_MAG140_MAG140_74_21,5.33893261,EX01,MAG140
MAG140_MAG140_MAG140_74_3,3.033148891,EX01,MAG140
MAG140_MAG140_MAG140_74_4,5.152654115,EX01,MAG140
MAG140_MAG140_MAG140_74_5,0.0,EX01,MAG140
MAG140_MAG140_MAG140_74_6,0.0,EX01,MAG140
MAG140_MAG140_MAG140_74_7,6.693442282,EX01,MAG140
MAG140_MAG140_MAG140_74_8,0.0,EX01,MAG140
MAG140_MAG140_MAG140_74_9,2.244364236,EX01,MAG140
MAG140_MAG140_MAG140_75_1,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_10,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_11,12.97941938,EX01,MAG140
MAG140_MAG140_MAG140_75_12,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_13,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_14,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_15,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_16,5.28498689,EX01,MAG140
MAG140_MAG140_MAG140_75_17,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_18,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_19,4.099648046,EX01,MAG140
MAG140_MAG140_MAG140_75_2,304.4922536,EX01,MAG140
MAG140_MAG140_MAG140_75_20,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_21,0.0,EX01,MAG140
MAG140_MAG140_MAG140_75_22,8.316995849,EX01,MAG140
MAG140_MAG140_MAG140_75_23,7.320338181,EX01,MAG140
MAG140_MAG140_MAG140_75_24,2.747444044,EX01,MAG140
